name,age,income,credit_score,loan_amount,employment_type,loan_status,city
Fatima,63,139137,465,904091,Self-Employed,Approved,Chennai
Riya,46,63382,544,502022,Self-Employed,Rejected,Bangalore
Riya,25,130576,523,561549,Salaried,Rejected,Hyderabad
Karan,35,130879,577,562763,Self-Employed,Approved,Ahmedabad
Fatima,60,86507,660,322816,Business,Rejected,Kolkata
Sara,31,46585,592,903693,Business,Rejected,Hyderabad
Fatima,22,65216,658,705857,Salaried,Approved,Chennai
Aman,58,41988,740,489150,Self-Employed,Approved,Ahmedabad
Fatima,28,43742,794,106871,Self-Employed,Rejected,Delhi
Rohan,52,48504,755,292656,Business,Rejected,Chennai
Arjun,58,126925,560,319904,Business,Rejected,Hyderabad
Neha,29,100435,506,365791,Self-Employed,Rejected,Chennai
Rahul,30,128208,550,356925,Self-Employed,Rejected,Kolkata
Kabir,39,144368,626,566682,Business,Rejected,Kolkata
Imran,44,40232,716,355457,Business,Approved,Mumbai
Kabir,35,110161,762,605430,Salaried,Approved,Pune
Aditya,36,50305,677,726444,Business,Rejected,Delhi
Rohan,41,33392,817,463880,Self-Employed,Rejected,Ahmedabad
Fatima,21,76829,550,476766,Business,Rejected,Bangalore
Aisha,33,25569,507,120635,Salaried,Approved,Delhi
Aditya,64,92894,599,577831,Self-Employed,Approved,Delhi
Karan,55,51678,554,839303,Salaried,Rejected,Ahmedabad
Arjun,22,149124,710,224467,Business,Approved,Ahmedabad
Zoya,65,52111,645,59150,Self-Employed,Rejected,Hyderabad
Aditya,48,139911,756,189545,Salaried,Rejected,Chennai
Riya,57,118741,476,169248,Salaried,Rejected,Delhi
Rahul,26,144026,738,275600,Self-Employed,Rejected,Mumbai
Aisha,25,39192,619,355946,Self-Employed,Rejected,Pune
Arjun,55,140051,474,277265,Business,Rejected,Mumbai
Karan,24,61942,481,335148,Salaried,Rejected,Pune
Sara,53,69555,488,770480,Salaried,Approved,Chennai
Riya,38,92508,780,277794,Self-Employed,Approved,Hyderabad
Karan,53,31545,550,94106,Business,Approved,Mumbai
Rohan,54,147080,612,449961,Self-Employed,Approved,Kolkata
Rohan,56,59375,468,145641,Business,Approved,Mumbai
Sara,63,38462,657,991052,Business,Rejected,Bangalore
Fatima,48,37243,504,433583,Business,Rejected,Ahmedabad
Imran,28,36165,741,649037,Self-Employed,Approved,Ahmedabad
Aman,63,51110,531,483925,Salaried,Rejected,Kolkata
Arjun,22,68625,724,267453,Self-Employed,Approved,Bangalore
Priya,58,70583,666,393040,Self-Employed,Rejected,Delhi
Karan,44,149761,572,309485,Business,Approved,Delhi
Aisha,46,111436,522,148843,Self-Employed,Rejected,Kolkata
Ananya,25,114301,619,615629,Self-Employed,Rejected,Ahmedabad
Aman,59,138902,556,54509,Salaried,Approved,Mumbai
Priya,34,45655,686,237453,Self-Employed,Approved,Ahmedabad
Kabir,37,66504,485,718961,Self-Employed,Approved,Mumbai
Rohan,54,73577,603,497185,Salaried,Approved,Bangalore
Rahul,33,148388,453,611167,Business,Approved,Kolkata
Ananya,61,84857,841,918903,Salaried,Rejected,Delhi
Zoya,51,84753,832,842375,Salaried,Rejected,Pune
Karan,29,66817,515,776971,Business,Rejected,Kolkata
Arjun,33,25143,849,681808,Salaried,Approved,Mumbai
Zoya,30,34592,474,917466,Salaried,Approved,Hyderabad
Ananya,64,63045,700,277128,Business,Approved,Mumbai
Ananya,65,111797,678,542464,Salaried,Rejected,Ahmedabad
Karan,27,74309,636,794254,Business,Approved,Ahmedabad
Karan,46,125881,683,476476,Self-Employed,Rejected,Mumbai
Riya,54,137026,570,254232,Self-Employed,Approved,Hyderabad
Riya,30,46165,594,195133,Business,Rejected,Ahmedabad
Arjun,33,127279,684,704461,Salaried,Approved,Delhi
Riya,58,34953,839,320923,Salaried,Approved,Mumbai
Sara,65,62291,694,754393,Salaried,Approved,Ahmedabad
Aman,42,89597,777,665245,Salaried,Rejected,Pune
Kabir,23,122677,809,150854,Salaried,Approved,Pune
Imran,47,26168,465,578397,Salaried,Rejected,Delhi
Imran,63,59295,689,402598,Business,Rejected,Kolkata
Arjun,35,66765,597,582257,Business,Approved,Bangalore
Arjun,59,49496,505,347468,Business,Rejected,Ahmedabad
Karan,37,75384,574,989782,Business,Rejected,Ahmedabad
Arjun,39,113968,572,901771,Salaried,Rejected,Mumbai
Kabir,52,115790,521,906987,Business,Rejected,Ahmedabad
Neha,54,43610,608,461928,Business,Approved,Chennai
Kabir,52,112793,515,354190,Salaried,Rejected,Mumbai
Karan,22,96578,650,746328,Salaried,Approved,Pune
Kabir,22,66894,494,667850,Salaried,Rejected,Chennai
Imran,52,140004,508,470106,Business,Rejected,Bangalore
Imran,36,66978,665,936063,Business,Approved,Bangalore
Priya,21,36719,479,109626,Business,Rejected,Mumbai
Zoya,25,97488,677,596351,Salaried,Rejected,Mumbai
Aditya,55,30879,538,602313,Business,Rejected,Bangalore
Aisha,25,68922,728,973565,Business,Rejected,Delhi
Fatima,60,121940,567,101767,Self-Employed,Rejected,Bangalore
Rahul,48,36602,574,857733,Self-Employed,Approved,Ahmedabad
Riya,53,128398,492,197147,Salaried,Rejected,Ahmedabad
Rahul,57,64727,849,531153,Business,Rejected,Hyderabad
Riya,43,144453,817,280988,Salaried,Approved,Pune
Fatima,64,96890,558,757100,Business,Approved,Bangalore
Sara,52,146879,553,684032,Self-Employed,Rejected,Hyderabad
Priya,56,101615,513,833282,Self-Employed,Rejected,Delhi
Sara,51,78502,825,955460,Self-Employed,Rejected,Mumbai
Ananya,46,131469,698,497889,Self-Employed,Approved,Pune
Priya,46,138997,514,740174,Business,Rejected,Bangalore
Karan,48,96401,719,747094,Business,Approved,Chennai
Fatima,61,46163,685,471022,Salaried,Approved,Delhi
Imran,48,83176,713,921159,Business,Rejected,Mumbai
Rahul,49,109355,653,139784,Self-Employed,Approved,Chennai
Sara,50,63198,747,662087,Salaried,Approved,Chennai
Fatima,29,67396,624,702724,Self-Employed,Rejected,Kolkata
Imran,41,104070,703,448649,Self-Employed,Rejected,Mumbai
Arjun,56,73412,829,608053,Salaried,Approved,Chennai
Imran,39,41357,845,512229,Salaried,Approved,Ahmedabad
Arjun,57,34171,521,668902,Self-Employed,Rejected,Ahmedabad
Zoya,55,94845,675,134178,Business,Rejected,Pune
Rahul,54,81168,470,108806,Business,Rejected,Chennai
Rohan,59,49069,584,332874,Business,Rejected,Delhi
Priya,56,134480,701,416562,Business,Rejected,Kolkata
Sara,62,27183,846,198159,Business,Approved,Bangalore
Aisha,30,69550,774,63833,Salaried,Rejected,Ahmedabad
Riya,52,61075,537,649387,Salaried,Rejected,Ahmedabad
Sara,30,48744,532,288091,Salaried,Rejected,Ahmedabad
Ananya,61,98504,458,453116,Salaried,Approved,Mumbai
Fatima,61,50633,460,192712,Self-Employed,Rejected,Delhi
Ananya,29,59021,809,894030,Business,Approved,Kolkata
Arjun,61,62785,462,781157,Self-Employed,Rejected,Kolkata
Ananya,62,124960,591,369894,Self-Employed,Rejected,Chennai
Riya,37,31514,818,448909,Business,Rejected,Kolkata
Arjun,62,64836,579,440780,Salaried,Approved,Hyderabad
Imran,38,74914,785,499983,Business,Approved,Ahmedabad
Priya,63,122981,587,581288,Salaried,Rejected,Hyderabad
Fatima,63,148178,630,736727,Business,Rejected,Ahmedabad
Rahul,52,53289,672,460661,Self-Employed,Approved,Chennai
Zoya,63,131352,685,545727,Self-Employed,Approved,Kolkata
Imran,36,45849,845,976754,Business,Rejected,Ahmedabad
Fatima,63,133674,782,314054,Self-Employed,Rejected,Bangalore
Zoya,59,115506,622,958612,Business,Approved,Mumbai
Aditya,41,129819,480,428722,Business,Rejected,Mumbai
Aditya,46,85749,534,818413,Salaried,Rejected,Mumbai
Rohan,32,145293,838,682824,Salaried,Approved,Mumbai
Riya,35,144888,828,563825,Salaried,Approved,Chennai
Kabir,63,107429,801,55019,Salaried,Approved,Mumbai
Rahul,42,98281,629,165279,Self-Employed,Rejected,Mumbai
Aman,40,70022,461,739893,Salaried,Rejected,Pune
Priya,35,140961,483,196034,Self-Employed,Rejected,Hyderabad
Sara,35,123382,701,700579,Self-Employed,Approved,Bangalore
Neha,28,43643,572,738726,Self-Employed,Approved,Mumbai
Fatima,46,71919,544,977905,Self-Employed,Approved,Hyderabad
Aisha,64,74847,543,895282,Business,Approved,Chennai
Riya,54,72641,703,284298,Business,Rejected,Bangalore
Arjun,43,63345,625,134145,Self-Employed,Rejected,Ahmedabad
Zoya,58,55428,615,148321,Salaried,Rejected,Kolkata
Aisha,43,133632,633,377852,Business,Rejected,Bangalore
Imran,47,42788,692,245535,Business,Approved,Pune
Aman,36,82968,578,453986,Salaried,Rejected,Delhi
Aditya,51,74093,666,804074,Business,Rejected,Delhi
Rohan,27,47780,835,494926,Salaried,Approved,Hyderabad
Priya,46,45943,457,667774,Business,Rejected,Mumbai
Aman,26,104102,670,302181,Salaried,Rejected,Bangalore
Aman,25,82124,831,568071,Salaried,Approved,Hyderabad
Fatima,60,132676,752,616076,Salaried,Rejected,Delhi
Imran,49,54827,796,892875,Salaried,Rejected,Delhi
Riya,38,127451,567,917995,Business,Approved,Mumbai
Priya,26,111189,599,731797,Salaried,Approved,Mumbai
Priya,46,64030,637,98442,Business,Rejected,Delhi
Rohan,27,57285,580,188951,Self-Employed,Rejected,Chennai
Aman,45,86152,544,685833,Business,Approved,Pune
Arjun,39,102394,462,834845,Self-Employed,Approved,Hyderabad
Riya,54,136521,812,262990,Business,Approved,Hyderabad
Ananya,35,144976,493,979666,Salaried,Rejected,Delhi
Kabir,51,40558,797,723727,Salaried,Approved,Chennai
Aman,64,101617,508,755845,Self-Employed,Rejected,Delhi
Kabir,25,144236,681,274006,Salaried,Rejected,Pune
Kabir,64,105528,492,829762,Salaried,Approved,Kolkata
Arjun,31,37838,753,626659,Salaried,Approved,Ahmedabad
Sara,41,83019,561,762399,Self-Employed,Rejected,Ahmedabad
Rohan,22,72052,520,642319,Business,Rejected,Kolkata
Imran,62,63275,627,941753,Business,Approved,Pune
Neha,24,58331,590,383233,Salaried,Rejected,Mumbai
Aisha,21,42161,847,727591,Self-Employed,Approved,Bangalore
Aman,34,122619,608,718940,Self-Employed,Approved,Mumbai
Aisha,53,77398,681,848210,Self-Employed,Approved,Mumbai
Rohan,38,26115,759,868802,Business,Approved,Bangalore
Fatima,64,70611,602,705814,Salaried,Approved,Delhi
Kabir,55,91189,499,96822,Salaried,Rejected,Bangalore
Aditya,49,47612,486,100822,Self-Employed,Approved,Pune
Sara,45,32878,501,621989,Self-Employed,Approved,Delhi
Neha,36,95178,786,623471,Salaried,Rejected,Chennai
Karan,23,126049,731,826189,Salaried,Rejected,Pune
Rahul,54,40932,820,867611,Business,Approved,Ahmedabad
Ananya,36,95447,739,759609,Business,Rejected,Pune
Zoya,36,121767,644,679389,Salaried,Rejected,Kolkata
Riya,62,88713,669,555563,Salaried,Approved,Mumbai
Ananya,29,35589,581,782691,Business,Rejected,Pune
Rahul,21,84867,508,504769,Salaried,Rejected,Hyderabad
Imran,62,112987,722,928654,Business,Approved,Chennai
Arjun,50,25841,720,439351,Salaried,Rejected,Pune
Fatima,60,59711,779,368696,Self-Employed,Rejected,Hyderabad
Sara,59,86946,522,696798,Self-Employed,Rejected,Chennai
Rohan,59,49387,682,498566,Self-Employed,Approved,Pune
Fatima,64,131283,509,771523,Business,Rejected,Ahmedabad
Karan,36,101631,631,470260,Salaried,Rejected,Delhi
Rohan,49,96290,562,76486,Self-Employed,Rejected,Chennai
Aisha,27,50637,728,937165,Business,Rejected,Kolkata
Arjun,31,120608,521,277976,Business,Rejected,Hyderabad
Imran,40,63944,650,978772,Self-Employed,Rejected,Delhi
Fatima,34,25111,601,763007,Salaried,Rejected,Pune
Zoya,27,114679,602,232573,Business,Approved,Pune
Fatima,53,54722,507,680157,Self-Employed,Approved,Ahmedabad
Karan,37,87809,463,932606,Self-Employed,Rejected,Ahmedabad
Priya,58,91914,697,72908,Salaried,Rejected,Ahmedabad
Priya,21,28710,592,617577,Salaried,Rejected,Kolkata
Neha,46,120543,566,773617,Salaried,Rejected,Chennai
Aisha,30,127165,811,672706,Salaried,Approved,Delhi
Aditya,45,68231,756,283889,Self-Employed,Approved,Pune
Rohan,24,74429,830,768894,Salaried,Approved,Pune
Imran,31,41814,712,214498,Self-Employed,Approved,Kolkata
Ananya,22,36469,724,169760,Self-Employed,Rejected,Ahmedabad
Ananya,42,113754,679,601362,Business,Rejected,Hyderabad
Kabir,39,101236,764,520596,Business,Approved,Mumbai
Fatima,27,89268,513,165740,Self-Employed,Rejected,Ahmedabad
Rahul,43,92735,827,149531,Business,Rejected,Pune
Priya,48,35088,702,271521,Business,Approved,Chennai
Riya,27,78468,552,919364,Salaried,Rejected,Delhi
Zoya,43,83803,541,831028,Self-Employed,Rejected,Pune
Imran,59,78807,561,561708,Business,Approved,Pune
Neha,54,136797,803,795041,Business,Approved,Mumbai
Fatima,65,31207,508,850702,Salaried,Rejected,Mumbai
Priya,52,70620,546,883979,Business,Approved,Delhi
Aman,65,50489,665,176389,Salaried,Approved,Pune
Aisha,38,100811,468,840954,Salaried,Rejected,Hyderabad
Riya,36,87419,794,221276,Business,Rejected,Chennai
Priya,54,126780,620,577981,Salaried,Rejected,Chennai
Aditya,64,103341,750,624786,Salaried,Approved,Delhi
Aman,34,104135,773,211614,Salaried,Rejected,Chennai
Arjun,27,82402,589,123127,Business,Approved,Delhi
Sara,61,121869,580,922490,Self-Employed,Rejected,Ahmedabad
Karan,32,117624,546,475528,Salaried,Rejected,Pune
Imran,35,99900,756,323804,Self-Employed,Approved,Hyderabad
Aisha,56,57989,612,295109,Salaried,Approved,Chennai
Aman,59,56766,454,988219,Self-Employed,Rejected,Ahmedabad
Rohan,60,31047,783,665664,Self-Employed,Approved,Hyderabad
Rohan,29,107527,592,814810,Salaried,Rejected,Delhi
Arjun,51,108368,847,985366,Salaried,Approved,Chennai
Ananya,47,77489,710,117498,Salaried,Approved,Bangalore
Sara,33,147461,669,524817,Salaried,Rejected,Kolkata
Neha,51,111096,565,790936,Self-Employed,Rejected,Mumbai
Aditya,40,42380,783,229988,Business,Rejected,Delhi
Aisha,27,115222,765,600723,Business,Rejected,Bangalore
Zoya,47,113304,575,243805,Business,Rejected,Bangalore
Neha,21,37339,728,154729,Business,Approved,Hyderabad
Rahul,39,124716,733,965003,Self-Employed,Rejected,Delhi
Zoya,31,115849,593,306534,Self-Employed,Rejected,Mumbai
Fatima,49,78916,629,785630,Salaried,Rejected,Pune
Zoya,63,33536,622,486761,Self-Employed,Rejected,Mumbai
Rohan,27,65491,703,418630,Salaried,Rejected,Pune
Aman,23,66932,609,921175,Business,Approved,Delhi
Arjun,26,114702,774,703880,Salaried,Approved,Delhi
Aman,63,143203,849,124028,Salaried,Approved,Bangalore
Neha,60,60018,542,835749,Business,Approved,Delhi
Fatima,36,87951,645,795668,Self-Employed,Rejected,Ahmedabad
Karan,59,47710,846,226035,Business,Approved,Chennai
Rahul,26,99538,578,147376,Salaried,Rejected,Bangalore
Kabir,60,128946,568,871498,Self-Employed,Approved,Delhi
Imran,39,25288,643,495267,Business,Rejected,Delhi
Aditya,38,78754,547,261363,Self-Employed,Rejected,Bangalore
Aditya,34,86949,639,157507,Business,Approved,Ahmedabad
Priya,23,91549,672,863743,Self-Employed,Approved,Hyderabad
Rohan,56,48146,646,700350,Salaried,Approved,Chennai
Riya,38,51765,624,911082,Salaried,Approved,Chennai
Fatima,59,60648,695,934503,Business,Approved,Mumbai
Sara,59,139507,666,347144,Self-Employed,Approved,Bangalore
Imran,51,78065,618,96977,Self-Employed,Approved,Kolkata
Rohan,21,29932,840,670670,Business,Approved,Chennai
Fatima,34,147494,590,348636,Business,Rejected,Ahmedabad
Fatima,48,83978,751,615071,Business,Approved,Hyderabad
Fatima,65,38958,684,784296,Business,Rejected,Mumbai
Arjun,58,31748,493,937388,Self-Employed,Rejected,Kolkata
Rohan,22,124446,560,887204,Business,Rejected,Hyderabad
Aman,27,69134,650,553772,Self-Employed,Approved,Ahmedabad
Sara,21,110540,623,130293,Business,Rejected,Ahmedabad
Imran,45,89408,789,356741,Self-Employed,Approved,Delhi
Aditya,44,105045,777,506064,Business,Approved,Chennai
Priya,41,124545,458,727079,Self-Employed,Rejected,Ahmedabad
Fatima,52,69978,609,97774,Salaried,Rejected,Hyderabad
Rohan,25,86817,809,613147,Business,Rejected,Delhi
Priya,28,64408,467,935506,Salaried,Approved,Chennai
Zoya,55,67431,811,564328,Self-Employed,Rejected,Delhi
Zoya,53,128492,486,709748,Self-Employed,Rejected,Bangalore
Imran,57,57046,838,835021,Self-Employed,Approved,Mumbai
Arjun,41,92128,629,281457,Salaried,Approved,Pune
Imran,30,82576,731,656187,Self-Employed,Approved,Chennai
Ananya,21,124495,600,723920,Business,Approved,Chennai
Karan,50,70911,718,444314,Self-Employed,Rejected,Mumbai
Zoya,41,79388,525,104112,Salaried,Approved,Ahmedabad
Karan,64,61865,558,709415,Business,Rejected,Hyderabad
Riya,36,55491,503,613312,Salaried,Approved,Delhi
Priya,49,114080,665,143089,Self-Employed,Approved,Mumbai
Fatima,28,141117,678,366096,Self-Employed,Approved,Chennai
Karan,32,113500,661,983434,Salaried,Approved,Ahmedabad
Aditya,49,95540,610,780459,Salaried,Rejected,Kolkata
Zoya,52,126368,641,693066,Self-Employed,Rejected,Hyderabad
Rohan,53,118436,621,195057,Business,Rejected,Chennai
Rohan,50,128181,579,970835,Salaried,Rejected,Bangalore
Rahul,47,98082,693,345061,Salaried,Rejected,Hyderabad
Riya,51,80214,689,421920,Salaried,Rejected,Hyderabad
Imran,33,64065,495,129724,Self-Employed,Rejected,Kolkata
Aditya,24,106525,751,111015,Salaried,Approved,Mumbai
Kabir,23,129373,659,440700,Self-Employed,Rejected,Chennai
Aman,36,122630,598,807440,Self-Employed,Approved,Chennai
Imran,62,111143,666,433209,Salaried,Rejected,Chennai
Aisha,64,42056,660,500717,Salaried,Rejected,Mumbai
Priya,37,86133,464,947022,Business,Approved,Pune
Karan,40,101665,835,748010,Self-Employed,Approved,Ahmedabad
Rohan,41,35531,494,624219,Salaried,Rejected,Chennai
Fatima,38,77663,668,130216,Self-Employed,Approved,Hyderabad
Rahul,26,91941,779,851232,Business,Approved,Ahmedabad
Karan,38,119443,686,818687,Business,Approved,Ahmedabad
Kabir,56,141056,525,792569,Business,Rejected,Mumbai
Arjun,44,77968,625,679563,Business,Approved,Chennai
Neha,38,119152,534,785454,Salaried,Approved,Bangalore
Aman,57,117323,545,570491,Self-Employed,Rejected,Hyderabad
Kabir,38,134861,696,763460,Salaried,Approved,Ahmedabad
Karan,25,58210,478,421776,Salaried,Rejected,Bangalore
Imran,45,29224,607,558091,Self-Employed,Rejected,Kolkata
Rohan,56,102434,496,315636,Self-Employed,Approved,Chennai
Aditya,40,138343,604,917815,Salaried,Approved,Mumbai
Priya,39,38515,458,990773,Business,Rejected,Delhi
Fatima,53,88026,780,286621,Self-Employed,Approved,Pune
Imran,47,65644,704,552337,Self-Employed,Approved,Pune
Riya,44,35007,708,757071,Salaried,Approved,Mumbai
Riya,33,60066,664,859968,Self-Employed,Approved,Pune
Aisha,61,46992,805,174704,Self-Employed,Approved,Chennai
Karan,57,93487,605,790170,Business,Rejected,Pune
Neha,42,72317,715,930282,Salaried,Approved,Ahmedabad
Arjun,34,95521,555,945289,Salaried,Approved,Bangalore
Arjun,56,141854,816,852610,Salaried,Rejected,Mumbai
Neha,37,138527,647,248263,Self-Employed,Rejected,Delhi
Priya,40,144895,530,157789,Business,Rejected,Chennai
Aman,24,135155,750,821233,Salaried,Approved,Delhi
Karan,30,86889,548,359531,Salaried,Approved,Pune
Aisha,26,50774,577,137920,Self-Employed,Approved,Chennai
Zoya,25,67038,564,90885,Salaried,Rejected,Mumbai
Fatima,21,83953,675,608706,Salaried,Rejected,Pune
Fatima,44,105466,731,367801,Business,Approved,Chennai
Zoya,48,56113,833,889091,Self-Employed,Rejected,Chennai
Aditya,28,127640,735,828025,Salaried,Approved,Pune
Sara,42,45014,478,487231,Self-Employed,Rejected,Pune
Karan,22,79965,503,778523,Business,Rejected,Ahmedabad
Aditya,65,105721,497,68108,Salaried,Approved,Delhi
Kabir,29,129865,828,179496,Self-Employed,Approved,Delhi
Karan,30,115048,492,713559,Self-Employed,Rejected,Chennai
Rahul,31,110247,850,449537,Business,Rejected,Ahmedabad
Rahul,54,50369,773,334153,Self-Employed,Rejected,Pune
Kabir,43,99541,567,195911,Business,Rejected,Chennai
Rahul,56,107221,683,101544,Business,Approved,Bangalore
Kabir,23,109592,788,535807,Self-Employed,Approved,Chennai
Riya,37,130521,547,633533,Self-Employed,Approved,Pune
Rahul,26,63697,621,245314,Business,Approved,Mumbai
Aisha,30,144737,773,591074,Self-Employed,Rejected,Mumbai
Riya,39,97406,464,231930,Salaried,Approved,Hyderabad
Aman,40,141183,694,326289,Self-Employed,Rejected,Ahmedabad
Aman,23,119111,746,74425,Self-Employed,Rejected,Pune
Karan,48,76398,802,322194,Salaried,Approved,Mumbai
Ananya,42,107182,631,502371,Salaried,Rejected,Bangalore
Priya,54,91670,711,514306,Business,Approved,Ahmedabad
Kabir,25,52001,649,741013,Salaried,Rejected,Ahmedabad
Rahul,58,28018,495,152432,Business,Rejected,Bangalore
Arjun,38,88175,751,340554,Business,Rejected,Kolkata
Sara,57,105661,457,274729,Business,Approved,Mumbai
Zoya,37,137307,716,665370,Self-Employed,Rejected,Bangalore
Aisha,40,34623,751,795849,Salaried,Approved,Hyderabad
Arjun,44,55586,607,511897,Salaried,Rejected,Bangalore
Kabir,47,87158,560,720674,Salaried,Rejected,Chennai
Karan,63,120702,651,567392,Salaried,Rejected,Hyderabad
Kabir,61,94300,833,857637,Self-Employed,Approved,Chennai
Neha,58,141774,535,435414,Business,Rejected,Delhi
Sara,54,143781,534,801728,Business,Rejected,Mumbai
Aman,54,53617,528,307393,Self-Employed,Approved,Bangalore
Fatima,48,95146,822,362502,Business,Approved,Ahmedabad
Priya,61,89908,707,69369,Business,Approved,Ahmedabad
Ananya,51,60232,825,344362,Business,Rejected,Chennai
Ananya,42,44209,490,292274,Self-Employed,Approved,Bangalore
Neha,41,142600,626,766889,Business,Rejected,Chennai
Arjun,53,116753,768,562276,Self-Employed,Rejected,Kolkata
Neha,64,33437,811,717013,Self-Employed,Rejected,Ahmedabad
Ananya,48,83164,615,847560,Salaried,Rejected,Pune
Aman,48,58708,621,284901,Self-Employed,Approved,Ahmedabad
Sara,25,125598,633,866473,Business,Approved,Ahmedabad
Rahul,60,77861,675,605103,Business,Approved,Ahmedabad
Sara,24,99150,555,418010,Business,Approved,Delhi
Aman,46,127797,548,927787,Salaried,Rejected,Pune
Kabir,57,87311,783,720356,Salaried,Rejected,Delhi
Neha,29,93724,593,846209,Business,Approved,Bangalore
Aisha,51,75013,660,630174,Salaried,Approved,Hyderabad
Imran,26,130442,774,966712,Business,Approved,Mumbai
Aman,33,144274,603,630437,Salaried,Rejected,Pune
Ananya,35,82492,832,303766,Self-Employed,Approved,Ahmedabad
Rahul,27,146706,627,392146,Self-Employed,Approved,Hyderabad
Fatima,43,57118,749,211733,Self-Employed,Rejected,Mumbai
Aisha,52,137170,586,834060,Self-Employed,Rejected,Delhi
Arjun,61,68615,833,266227,Self-Employed,Approved,Hyderabad
Kabir,27,103551,803,210596,Business,Approved,Chennai
Riya,53,72766,827,94641,Salaried,Rejected,Pune
Rahul,41,119719,782,929158,Business,Approved,Bangalore
Neha,64,90159,682,406708,Self-Employed,Approved,Delhi
Aditya,45,48906,663,322442,Salaried,Approved,Chennai
Aman,39,123092,652,52650,Self-Employed,Rejected,Mumbai
Arjun,26,112333,850,987123,Business,Approved,Pune
Aditya,50,88343,641,438314,Salaried,Rejected,Delhi
Sara,40,37579,607,683355,Salaried,Approved,Chennai
Priya,48,145278,591,700025,Business,Rejected,Delhi
Rohan,54,127317,779,402682,Business,Approved,Kolkata
Riya,48,70941,644,868027,Self-Employed,Rejected,Mumbai
Zoya,41,64713,821,692522,Self-Employed,Approved,Bangalore
Fatima,35,125379,671,613130,Self-Employed,Approved,Kolkata
Aisha,57,47901,522,811186,Salaried,Rejected,Hyderabad
Riya,52,78073,805,302697,Self-Employed,Approved,Pune
Aman,58,85792,688,181060,Salaried,Approved,Mumbai
Aditya,62,58064,686,526949,Salaried,Rejected,Hyderabad
Ananya,36,111928,486,908413,Business,Rejected,Hyderabad
Sara,29,47668,630,433026,Self-Employed,Approved,Chennai
Karan,35,69906,588,729642,Business,Approved,Kolkata
Aman,55,68096,782,442264,Self-Employed,Approved,Bangalore
Rahul,30,56167,524,612463,Self-Employed,Rejected,Chennai
Zoya,64,123287,748,873925,Self-Employed,Rejected,Kolkata
Kabir,52,72464,706,152467,Business,Approved,Ahmedabad
Fatima,54,126372,584,708578,Business,Rejected,Pune
Zoya,31,56239,559,827690,Business,Rejected,Hyderabad
Sara,22,85950,502,313845,Self-Employed,Rejected,Kolkata
Priya,37,120621,702,751959,Business,Rejected,Kolkata
Aisha,39,41316,734,416267,Business,Rejected,Chennai
Karan,54,118437,560,573568,Self-Employed,Rejected,Chennai
Arjun,23,41077,686,76632,Salaried,Approved,Ahmedabad
Rohan,50,70604,765,760729,Salaried,Rejected,Mumbai
Ananya,23,148223,646,532357,Business,Rejected,Hyderabad
Sara,55,81685,808,676400,Salaried,Approved,Chennai
Priya,46,143471,810,213678,Salaried,Approved,Chennai
Priya,63,97047,844,879907,Business,Approved,Ahmedabad
Riya,43,50944,669,560454,Salaried,Rejected,Chennai
Kabir,54,102902,658,97684,Self-Employed,Approved,Mumbai
Riya,55,95560,559,333210,Salaried,Approved,Bangalore
Aisha,27,123734,549,691824,Salaried,Approved,Pune
Priya,59,86354,608,222982,Self-Employed,Rejected,Hyderabad
Fatima,48,78108,794,285946,Self-Employed,Rejected,Kolkata
Rahul,49,125745,482,778240,Self-Employed,Approved,Mumbai
Fatima,63,31756,683,756262,Business,Rejected,Bangalore
Aman,44,98494,528,458768,Salaried,Rejected,Delhi
Aditya,32,149332,792,485243,Salaried,Rejected,Kolkata
Sara,25,43545,709,955952,Business,Approved,Ahmedabad
Neha,26,131200,514,754872,Salaried,Rejected,Bangalore
Karan,25,59583,770,739622,Salaried,Rejected,Chennai
Zoya,26,146015,505,664026,Self-Employed,Rejected,Delhi
Aditya,46,124381,838,383943,Self-Employed,Approved,Hyderabad
Aman,45,144893,640,784072,Salaried,Approved,Delhi
Aman,38,62540,489,164688,Business,Rejected,Pune
Kabir,26,53027,645,522011,Salaried,Rejected,Mumbai
Imran,24,52010,732,915630,Business,Rejected,Pune
Aditya,49,134772,819,499670,Business,Rejected,Hyderabad
Arjun,52,148089,491,322808,Self-Employed,Approved,Delhi
Aisha,37,111753,717,305674,Salaried,Approved,Bangalore
Rahul,27,39587,544,514430,Salaried,Rejected,Bangalore
Ananya,33,25212,710,555081,Self-Employed,Approved,Hyderabad
Priya,23,120985,743,61080,Self-Employed,Approved,Kolkata
Fatima,50,74442,523,826431,Business,Approved,Chennai
Sara,62,88278,802,929060,Salaried,Approved,Ahmedabad
Zoya,52,44304,471,345634,Business,Rejected,Ahmedabad
Neha,27,90667,649,903459,Business,Approved,Bangalore
Fatima,45,135749,602,736126,Self-Employed,Approved,Ahmedabad
Aman,50,64126,505,667424,Business,Rejected,Pune
Aditya,64,123662,568,688819,Business,Rejected,Mumbai
Priya,57,29350,739,804259,Business,Rejected,Kolkata
Rohan,40,42129,622,903908,Business,Rejected,Pune
Sara,64,31957,513,629140,Salaried,Rejected,Chennai
Rahul,33,77049,728,199109,Business,Approved,Ahmedabad
Priya,50,61342,539,173591,Self-Employed,Approved,Bangalore
Karan,61,143138,653,814019,Salaried,Rejected,Chennai
